1.16334	1.57597
1.3001	1.65183
1.4336	1.7262
1.56352	1.79902
1.68953	1.87022
1.81131	1.93974
1.92857	2.00751
2.04101	2.07348
2.14835	2.13758
2.25032	2.19976
2.34666	2.25996
2.43714	2.31812
2.52153	2.3742
2.59961	2.42814
2.6712	2.47989
2.73611	2.52942
2.79418	2.57666
2.84527	2.62159
2.88924	2.66416
2.926	2.70433
2.95544	2.74207
2.97749	2.77734
2.9921	2.81011
2.99924	2.84035
2.99887	2.86804
2.99101	2.89314
2.97568	2.91564
2.9529	2.93552
2.92275	2.95276
2.88529	2.96734
2.84062	2.97924
2.78885	2.98847
2.73011	2.99501
2.66454	2.99885
2.59231	2.99999
2.51361	2.99844
2.42862	2.99418
2.33756	2.98723
2.24066	2.97759
2.13816	2.96528
2.03032	2.95029
1.9174	2.93265
1.79968	2.91237
1.67747	2.88947
1.55107	2.86397
1.42079	2.83589
1.28696	2.80526
1.14991	2.7721
1.00998	2.73645
0.867537	2.69834
0.722921	2.6578
0.576498	2.61486
0.428635	2.56958
0.2797	2.52198
0.130066	2.47211
-0.019893	2.42002
-0.169802	2.36575
-0.319287	2.30935
-0.467974	2.25087
-0.615491	2.19036
-0.76147	2.12789
-0.905546	2.0635
-1.04736	1.99725
-1.18655	1.92921
-1.32278	1.85943
-1.4557	1.78797
-1.58499	1.71491
-1.71031	1.6403
-1.83136	1.56422
-1.94783	1.48673
-2.05943	1.4079
-2.16588	1.32781
-2.26692	1.24652
-2.36229	1.16411
-2.45176	1.08065
-2.53511	0.996215
-2.61211	0.910887
-2.68259	0.824739
-2.74636	0.737849
-2.80326	0.650294
-2.85316	0.562155
-2.89593	0.473509
-2.93146	0.384438
-2.95967	0.29502
-2.98047	0.205337
-2.99383	0.115469
-2.9997	0.0254972
-2.99807	-0.0644975
-2.98896	-0.154434
-2.97237	-0.244232
-2.94835	-0.33381
-2.91696	-0.423087
-2.87828	-0.511984
-2.83241	-0.60042
-2.77945	-0.688316
-2.71955	-0.775592
-2.65286	-0.86217
-2.57953	-0.947973
-2.49975	-1.03292
-2.41373	-1.11694
-2.32167	-1.19996
-2.22381	-1.28189
-2.12039	-1.36267
-2.01168	-1.44223
-1.89793	-1.52048
-1.77944	-1.59737
-1.6565	-1.67282
-1.52942	-1.74677
-1.39852	-1.81914
-1.26413	-1.88988
-1.12657	-1.95891
-0.986199	-2.02619
-0.843362	-2.09164
-0.698417	-2.1552
-0.551726	-2.21683
-0.403657	-2.27646
-0.254578	-2.33405
-0.104863	-2.38953
0.0451134	-2.44286
0.194978	-2.494
0.344354	-2.54289
0.492871	-2.58949
0.640155	-2.63376
0.785839	-2.67566
0.929559	-2.71515
1.07096	-2.7522
1.20968	-2.78678
1.34537	-2.81884
1.4777	-2.84837
1.60634	-2.87534
1.73097	-2.89971
1.85127	-2.92148
1.96694	-2.94062
2.07769	-2.95711
2.18326	-2.97094
2.28336	-2.9821
2.37776	-2.99057
2.46621	-2.99636
2.5485	-2.99944
2.62442	-2.99983
2.69378	-2.99752
2.75641	-2.9925
2.81215	-2.9848
2.86086	-2.97441
2.90242	-2.96134
2.93672	-2.94561
2.96368	-2.92723
2.98324	-2.90621
2.99534	-2.88258
2.99995	-2.85636
2.99706	-2.82756
2.98669	-2.79622
2.96885	-2.76236
2.94358	-2.72602
2.91096	-2.68722
2.87107	-2.646
2.82399	-2.60241
2.76986	-2.55647
2.70881	-2.50823
2.64099	-2.45773
2.56656	-2.40502
2.48572	-2.35015
2.39867	-2.29316
2.30562	-2.23411
2.2068	-2.17305
2.10248	-2.11003
1.99289	-2.04512
1.87833	-1.97836
1.75907	-1.90982
1.63542	-1.83957
1.50767	-1.76766
1.37616	-1.69415
1.24121	-1.61913
1.10316	-1.54264
0.962344	-1.46477
0.819127	-1.38558
0.673864	-1.30514
0.526915	-1.22353
0.37865	-1.14082
0.229439	-1.05708
0.0796535	-0.97239
-0.0703307	-0.886824
-0.220139	-0.80046
-0.369397	-0.713375
-0.517732	-0.625649
-0.664773	-0.53736
-0.810152	-0.448587
-0.953506	-0.35941
-1.09448	-0.26991
-1.23271	-0.180167
-1.36787	-0.0902619
-1.4996	-0.00027549
-1.62759	0.0897111
-1.75151	0.179617
-1.87105	0.269361
-1.98591	0.358863
-2.09581	0.448042
-2.20048	0.536818
-2.29964	0.62511
-2.39305	0.71284
-2.48049	0.799929
-2.56172	0.886297
-2.63655	0.971868
-2.70479	1.05656
-2.76627	1.14031
-2.82083	1.22303
-2.86835	1.30465
-2.90869	1.38509
-2.94177	1.46429
-2.96749	1.54217
-2.9858	1.61866
-2.99664	1.6937
-2.99999	1.76721
-2.99584	1.83913
-2.98421	1.9094
-2.96512	1.97795
-2.93861	2.04471
-2.90476	2.10964
-2.86365	2.17267
-2.81538	2.23375
-2.76008	2.29281
-2.69787	2.34981
-2.62893	2.4047
-2.55341	2.45742
-2.47151	2.50793
-2.38343	2.55618
-2.2894	2.60213
-2.18964	2.64574
-2.08441	2.68697
-1.97397	2.72579
-1.8586	2.76214
-1.73858	2.79602
-1.61421	2.82737
-1.48581	2.85619
-1.3537	2.88243
-1.2182	2.90608
-1.07966	2.92711
-0.938421	2.94551
-0.794835	2.96126
-0.649263	2.97434
-0.502067	2.98475
-0.353617	2.99247
-0.204283	2.99749
-0.0544378	2.99982
0.0955431	2.99945
0.245285	2.99638
0.394414	2.99062
0.542557	2.98216
0.689344	2.97102
0.834408	2.9572
0.977387	2.94073
1.11792	2.92161
1.25566	2.89985
1.39027	2.87549
1.52139	2.84854
1.64872	2.81903
1.77192	2.78698
1.8907	2.75242
2.00475	2.71539
2.11379	2.67591
2.21754	2.63402
2.31575	2.58977
2.40818	2.54318
2.49458	2.4943
2.57475	2.44318
2.64849	2.38986
